text,number,input_seq,target,input_seq_padded
seven thousand two hundred and eleven,7211,"[7, 1000, 2, 100, 0, 11]",7211.0,"[7, 1000, 2, 100, 0, 11, 0]"
seven thousand two hundred and twelve,7212,"[7, 1000, 2, 100, 0, 12]",7212.0,"[7, 1000, 2, 100, 0, 12, 0]"
seven thousand two hundred and thirteen,7213,"[7, 1000, 2, 100, 0, 13]",7213.0,"[7, 1000, 2, 100, 0, 13, 0]"
seven thousand two hundred and fourteen,7214,"[7, 1000, 2, 100, 0, 14]",7214.0,"[7, 1000, 2, 100, 0, 14, 0]"
seven thousand two hundred and fifteen,7215,"[7, 1000, 2, 100, 0, 15]",7215.0,"[7, 1000, 2, 100, 0, 15, 0]"
seven thousand two hundred and sixteen,7216,"[7, 1000, 2, 100, 0, 16]",7216.0,"[7, 1000, 2, 100, 0, 16, 0]"
seven thousand two hundred and seventeen,7217,"[7, 1000, 2, 100, 0, 17]",7217.0,"[7, 1000, 2, 100, 0, 17, 0]"
seven thousand two hundred and eighteen,7218,"[7, 1000, 2, 100, 0, 18]",7218.0,"[7, 1000, 2, 100, 0, 18, 0]"
seven thousand two hundred and nineteen,7219,"[7, 1000, 2, 100, 0, 19]",7219.0,"[7, 1000, 2, 100, 0, 19, 0]"
seven thousand two hundred and twenty,7220,"[7, 1000, 2, 100, 0, 20]",7220.0,"[7, 1000, 2, 100, 0, 20, 0]"
seven thousand two hundred and twenty one,7221,"[7, 1000, 2, 100, 0, 20, 1]",7221.0,"[7, 1000, 2, 100, 0, 20, 1]"
seven thousand two hundred and twenty two,7222,"[7, 1000, 2, 100, 0, 20, 2]",7222.0,"[7, 1000, 2, 100, 0, 20, 2]"
seven thousand two hundred and twenty three,7223,"[7, 1000, 2, 100, 0, 20, 3]",7223.0,"[7, 1000, 2, 100, 0, 20, 3]"
seven thousand two hundred and twenty four,7224,"[7, 1000, 2, 100, 0, 20, 4]",7224.0,"[7, 1000, 2, 100, 0, 20, 4]"
seven thousand two hundred and twenty five,7225,"[7, 1000, 2, 100, 0, 20, 5]",7225.0,"[7, 1000, 2, 100, 0, 20, 5]"
seven thousand two hundred and twenty six,7226,"[7, 1000, 2, 100, 0, 20, 6]",7226.0,"[7, 1000, 2, 100, 0, 20, 6]"
seven thousand two hundred and twenty seven,7227,"[7, 1000, 2, 100, 0, 20, 7]",7227.0,"[7, 1000, 2, 100, 0, 20, 7]"
seven thousand two hundred and twenty eight,7228,"[7, 1000, 2, 100, 0, 20, 8]",7228.0,"[7, 1000, 2, 100, 0, 20, 8]"
seven thousand two hundred and twenty nine,7229,"[7, 1000, 2, 100, 0, 20, 9]",7229.0,"[7, 1000, 2, 100, 0, 20, 9]"
seven thousand two hundred and thirty,7230,"[7, 1000, 2, 100, 0, 30]",7230.0,"[7, 1000, 2, 100, 0, 30, 0]"
seven thousand two hundred and thirty one,7231,"[7, 1000, 2, 100, 0, 30, 1]",7231.0,"[7, 1000, 2, 100, 0, 30, 1]"
seven thousand two hundred and thirty two,7232,"[7, 1000, 2, 100, 0, 30, 2]",7232.0,"[7, 1000, 2, 100, 0, 30, 2]"
seven thousand two hundred and thirty three,7233,"[7, 1000, 2, 100, 0, 30, 3]",7233.0,"[7, 1000, 2, 100, 0, 30, 3]"
seven thousand two hundred and thirty four,7234,"[7, 1000, 2, 100, 0, 30, 4]",7234.0,"[7, 1000, 2, 100, 0, 30, 4]"
seven thousand two hundred and thirty five,7235,"[7, 1000, 2, 100, 0, 30, 5]",7235.0,"[7, 1000, 2, 100, 0, 30, 5]"
seven thousand two hundred and thirty six,7236,"[7, 1000, 2, 100, 0, 30, 6]",7236.0,"[7, 1000, 2, 100, 0, 30, 6]"
seven thousand two hundred and thirty seven,7237,"[7, 1000, 2, 100, 0, 30, 7]",7237.0,"[7, 1000, 2, 100, 0, 30, 7]"
seven thousand two hundred and thirty eight,7238,"[7, 1000, 2, 100, 0, 30, 8]",7238.0,"[7, 1000, 2, 100, 0, 30, 8]"
seven thousand two hundred and thirty nine,7239,"[7, 1000, 2, 100, 0, 30, 9]",7239.0,"[7, 1000, 2, 100, 0, 30, 9]"
seven thousand two hundred and forty,7240,"[7, 1000, 2, 100, 0, 40]",7240.0,"[7, 1000, 2, 100, 0, 40, 0]"
seven thousand two hundred and forty one,7241,"[7, 1000, 2, 100, 0, 40, 1]",7241.0,"[7, 1000, 2, 100, 0, 40, 1]"
seven thousand two hundred and forty two,7242,"[7, 1000, 2, 100, 0, 40, 2]",7242.0,"[7, 1000, 2, 100, 0, 40, 2]"
seven thousand two hundred and forty three,7243,"[7, 1000, 2, 100, 0, 40, 3]",7243.0,"[7, 1000, 2, 100, 0, 40, 3]"
seven thousand two hundred and forty four,7244,"[7, 1000, 2, 100, 0, 40, 4]",7244.0,"[7, 1000, 2, 100, 0, 40, 4]"
seven thousand two hundred and forty five,7245,"[7, 1000, 2, 100, 0, 40, 5]",7245.0,"[7, 1000, 2, 100, 0, 40, 5]"
seven thousand two hundred and forty six,7246,"[7, 1000, 2, 100, 0, 40, 6]",7246.0,"[7, 1000, 2, 100, 0, 40, 6]"
seven thousand two hundred and forty seven,7247,"[7, 1000, 2, 100, 0, 40, 7]",7247.0,"[7, 1000, 2, 100, 0, 40, 7]"
seven thousand two hundred and forty eight,7248,"[7, 1000, 2, 100, 0, 40, 8]",7248.0,"[7, 1000, 2, 100, 0, 40, 8]"
seven thousand two hundred and forty nine,7249,"[7, 1000, 2, 100, 0, 40, 9]",7249.0,"[7, 1000, 2, 100, 0, 40, 9]"
seven thousand two hundred and fifty,7250,"[7, 1000, 2, 100, 0, 50]",7250.0,"[7, 1000, 2, 100, 0, 50, 0]"
seven thousand two hundred and fifty one,7251,"[7, 1000, 2, 100, 0, 50, 1]",7251.0,"[7, 1000, 2, 100, 0, 50, 1]"
seven thousand two hundred and fifty two,7252,"[7, 1000, 2, 100, 0, 50, 2]",7252.0,"[7, 1000, 2, 100, 0, 50, 2]"
seven thousand two hundred and fifty three,7253,"[7, 1000, 2, 100, 0, 50, 3]",7253.0,"[7, 1000, 2, 100, 0, 50, 3]"
seven thousand two hundred and fifty four,7254,"[7, 1000, 2, 100, 0, 50, 4]",7254.0,"[7, 1000, 2, 100, 0, 50, 4]"
seven thousand two hundred and fifty five,7255,"[7, 1000, 2, 100, 0, 50, 5]",7255.0,"[7, 1000, 2, 100, 0, 50, 5]"
seven thousand two hundred and fifty six,7256,"[7, 1000, 2, 100, 0, 50, 6]",7256.0,"[7, 1000, 2, 100, 0, 50, 6]"
seven thousand two hundred and fifty seven,7257,"[7, 1000, 2, 100, 0, 50, 7]",7257.0,"[7, 1000, 2, 100, 0, 50, 7]"
seven thousand two hundred and fifty eight,7258,"[7, 1000, 2, 100, 0, 50, 8]",7258.0,"[7, 1000, 2, 100, 0, 50, 8]"
seven thousand two hundred and fifty nine,7259,"[7, 1000, 2, 100, 0, 50, 9]",7259.0,"[7, 1000, 2, 100, 0, 50, 9]"
seven thousand two hundred and sixty,7260,"[7, 1000, 2, 100, 0, 60]",7260.0,"[7, 1000, 2, 100, 0, 60, 0]"
seven thousand two hundred and sixty one,7261,"[7, 1000, 2, 100, 0, 60, 1]",7261.0,"[7, 1000, 2, 100, 0, 60, 1]"
seven thousand two hundred and sixty two,7262,"[7, 1000, 2, 100, 0, 60, 2]",7262.0,"[7, 1000, 2, 100, 0, 60, 2]"
seven thousand two hundred and sixty three,7263,"[7, 1000, 2, 100, 0, 60, 3]",7263.0,"[7, 1000, 2, 100, 0, 60, 3]"
seven thousand two hundred and sixty four,7264,"[7, 1000, 2, 100, 0, 60, 4]",7264.0,"[7, 1000, 2, 100, 0, 60, 4]"
seven thousand two hundred and sixty five,7265,"[7, 1000, 2, 100, 0, 60, 5]",7265.0,"[7, 1000, 2, 100, 0, 60, 5]"
seven thousand two hundred and sixty six,7266,"[7, 1000, 2, 100, 0, 60, 6]",7266.0,"[7, 1000, 2, 100, 0, 60, 6]"
seven thousand two hundred and sixty seven,7267,"[7, 1000, 2, 100, 0, 60, 7]",7267.0,"[7, 1000, 2, 100, 0, 60, 7]"
seven thousand two hundred and sixty eight,7268,"[7, 1000, 2, 100, 0, 60, 8]",7268.0,"[7, 1000, 2, 100, 0, 60, 8]"
seven thousand two hundred and sixty nine,7269,"[7, 1000, 2, 100, 0, 60, 9]",7269.0,"[7, 1000, 2, 100, 0, 60, 9]"
seven thousand two hundred and seventy,7270,"[7, 1000, 2, 100, 0, 70]",7270.0,"[7, 1000, 2, 100, 0, 70, 0]"
seven thousand two hundred and seventy one,7271,"[7, 1000, 2, 100, 0, 70, 1]",7271.0,"[7, 1000, 2, 100, 0, 70, 1]"
seven thousand two hundred and seventy two,7272,"[7, 1000, 2, 100, 0, 70, 2]",7272.0,"[7, 1000, 2, 100, 0, 70, 2]"
seven thousand two hundred and seventy three,7273,"[7, 1000, 2, 100, 0, 70, 3]",7273.0,"[7, 1000, 2, 100, 0, 70, 3]"
seven thousand two hundred and seventy four,7274,"[7, 1000, 2, 100, 0, 70, 4]",7274.0,"[7, 1000, 2, 100, 0, 70, 4]"
seven thousand two hundred and seventy five,7275,"[7, 1000, 2, 100, 0, 70, 5]",7275.0,"[7, 1000, 2, 100, 0, 70, 5]"
seven thousand two hundred and seventy six,7276,"[7, 1000, 2, 100, 0, 70, 6]",7276.0,"[7, 1000, 2, 100, 0, 70, 6]"
seven thousand two hundred and seventy seven,7277,"[7, 1000, 2, 100, 0, 70, 7]",7277.0,"[7, 1000, 2, 100, 0, 70, 7]"
seven thousand two hundred and seventy eight,7278,"[7, 1000, 2, 100, 0, 70, 8]",7278.0,"[7, 1000, 2, 100, 0, 70, 8]"
seven thousand two hundred and seventy nine,7279,"[7, 1000, 2, 100, 0, 70, 9]",7279.0,"[7, 1000, 2, 100, 0, 70, 9]"
seven thousand two hundred and eighty,7280,"[7, 1000, 2, 100, 0, 80]",7280.0,"[7, 1000, 2, 100, 0, 80, 0]"
seven thousand two hundred and eighty one,7281,"[7, 1000, 2, 100, 0, 80, 1]",7281.0,"[7, 1000, 2, 100, 0, 80, 1]"
seven thousand two hundred and eighty two,7282,"[7, 1000, 2, 100, 0, 80, 2]",7282.0,"[7, 1000, 2, 100, 0, 80, 2]"
seven thousand two hundred and eighty three,7283,"[7, 1000, 2, 100, 0, 80, 3]",7283.0,"[7, 1000, 2, 100, 0, 80, 3]"
seven thousand two hundred and eighty four,7284,"[7, 1000, 2, 100, 0, 80, 4]",7284.0,"[7, 1000, 2, 100, 0, 80, 4]"
seven thousand two hundred and eighty five,7285,"[7, 1000, 2, 100, 0, 80, 5]",7285.0,"[7, 1000, 2, 100, 0, 80, 5]"
seven thousand two hundred and eighty six,7286,"[7, 1000, 2, 100, 0, 80, 6]",7286.0,"[7, 1000, 2, 100, 0, 80, 6]"
seven thousand two hundred and eighty seven,7287,"[7, 1000, 2, 100, 0, 80, 7]",7287.0,"[7, 1000, 2, 100, 0, 80, 7]"
seven thousand two hundred and eighty eight,7288,"[7, 1000, 2, 100, 0, 80, 8]",7288.0,"[7, 1000, 2, 100, 0, 80, 8]"
seven thousand two hundred and eighty nine,7289,"[7, 1000, 2, 100, 0, 80, 9]",7289.0,"[7, 1000, 2, 100, 0, 80, 9]"
seven thousand two hundred and ninety,7290,"[7, 1000, 2, 100, 0, 90]",7290.0,"[7, 1000, 2, 100, 0, 90, 0]"
seven thousand two hundred and ninety one,7291,"[7, 1000, 2, 100, 0, 90, 1]",7291.0,"[7, 1000, 2, 100, 0, 90, 1]"
seven thousand two hundred and ninety two,7292,"[7, 1000, 2, 100, 0, 90, 2]",7292.0,"[7, 1000, 2, 100, 0, 90, 2]"
seven thousand two hundred and ninety three,7293,"[7, 1000, 2, 100, 0, 90, 3]",7293.0,"[7, 1000, 2, 100, 0, 90, 3]"
seven thousand two hundred and ninety four,7294,"[7, 1000, 2, 100, 0, 90, 4]",7294.0,"[7, 1000, 2, 100, 0, 90, 4]"
seven thousand two hundred and ninety five,7295,"[7, 1000, 2, 100, 0, 90, 5]",7295.0,"[7, 1000, 2, 100, 0, 90, 5]"
seven thousand two hundred and ninety six,7296,"[7, 1000, 2, 100, 0, 90, 6]",7296.0,"[7, 1000, 2, 100, 0, 90, 6]"
seven thousand two hundred and ninety seven,7297,"[7, 1000, 2, 100, 0, 90, 7]",7297.0,"[7, 1000, 2, 100, 0, 90, 7]"
seven thousand two hundred and ninety eight,7298,"[7, 1000, 2, 100, 0, 90, 8]",7298.0,"[7, 1000, 2, 100, 0, 90, 8]"
seven thousand two hundred and ninety nine,7299,"[7, 1000, 2, 100, 0, 90, 9]",7299.0,"[7, 1000, 2, 100, 0, 90, 9]"
seven thousand three hundred and,7300,"[7, 1000, 3, 100, 0]",7300.0,"[7, 1000, 3, 100, 0, 0, 0]"
seven thousand three hundred and one,7301,"[7, 1000, 3, 100, 0, 1]",7301.0,"[7, 1000, 3, 100, 0, 1, 0]"
seven thousand three hundred and two,7302,"[7, 1000, 3, 100, 0, 2]",7302.0,"[7, 1000, 3, 100, 0, 2, 0]"
seven thousand three hundred and three,7303,"[7, 1000, 3, 100, 0, 3]",7303.0,"[7, 1000, 3, 100, 0, 3, 0]"
seven thousand three hundred and four,7304,"[7, 1000, 3, 100, 0, 4]",7304.0,"[7, 1000, 3, 100, 0, 4, 0]"
seven thousand three hundred and five,7305,"[7, 1000, 3, 100, 0, 5]",7305.0,"[7, 1000, 3, 100, 0, 5, 0]"
seven thousand three hundred and six,7306,"[7, 1000, 3, 100, 0, 6]",7306.0,"[7, 1000, 3, 100, 0, 6, 0]"
seven thousand three hundred and seven,7307,"[7, 1000, 3, 100, 0, 7]",7307.0,"[7, 1000, 3, 100, 0, 7, 0]"
seven thousand three hundred and eight,7308,"[7, 1000, 3, 100, 0, 8]",7308.0,"[7, 1000, 3, 100, 0, 8, 0]"
seven thousand three hundred and nine,7309,"[7, 1000, 3, 100, 0, 9]",7309.0,"[7, 1000, 3, 100, 0, 9, 0]"
seven thousand three hundred and ten,7310,"[7, 1000, 3, 100, 0, 10]",7310.0,"[7, 1000, 3, 100, 0, 10, 0]"
seven thousand three hundred and eleven,7311,"[7, 1000, 3, 100, 0, 11]",7311.0,"[7, 1000, 3, 100, 0, 11, 0]"
seven thousand three hundred and twelve,7312,"[7, 1000, 3, 100, 0, 12]",7312.0,"[7, 1000, 3, 100, 0, 12, 0]"
seven thousand three hundred and thirteen,7313,"[7, 1000, 3, 100, 0, 13]",7313.0,"[7, 1000, 3, 100, 0, 13, 0]"
seven thousand three hundred and fourteen,7314,"[7, 1000, 3, 100, 0, 14]",7314.0,"[7, 1000, 3, 100, 0, 14, 0]"
seven thousand three hundred and fifteen,7315,"[7, 1000, 3, 100, 0, 15]",7315.0,"[7, 1000, 3, 100, 0, 15, 0]"
seven thousand three hundred and sixteen,7316,"[7, 1000, 3, 100, 0, 16]",7316.0,"[7, 1000, 3, 100, 0, 16, 0]"
seven thousand three hundred and seventeen,7317,"[7, 1000, 3, 100, 0, 17]",7317.0,"[7, 1000, 3, 100, 0, 17, 0]"
seven thousand three hundred and eighteen,7318,"[7, 1000, 3, 100, 0, 18]",7318.0,"[7, 1000, 3, 100, 0, 18, 0]"
seven thousand three hundred and nineteen,7319,"[7, 1000, 3, 100, 0, 19]",7319.0,"[7, 1000, 3, 100, 0, 19, 0]"
seven thousand three hundred and twenty,7320,"[7, 1000, 3, 100, 0, 20]",7320.0,"[7, 1000, 3, 100, 0, 20, 0]"
seven thousand three hundred and twenty one,7321,"[7, 1000, 3, 100, 0, 20, 1]",7321.0,"[7, 1000, 3, 100, 0, 20, 1]"
seven thousand three hundred and twenty two,7322,"[7, 1000, 3, 100, 0, 20, 2]",7322.0,"[7, 1000, 3, 100, 0, 20, 2]"
seven thousand three hundred and twenty three,7323,"[7, 1000, 3, 100, 0, 20, 3]",7323.0,"[7, 1000, 3, 100, 0, 20, 3]"
seven thousand three hundred and twenty four,7324,"[7, 1000, 3, 100, 0, 20, 4]",7324.0,"[7, 1000, 3, 100, 0, 20, 4]"
seven thousand three hundred and twenty five,7325,"[7, 1000, 3, 100, 0, 20, 5]",7325.0,"[7, 1000, 3, 100, 0, 20, 5]"
seven thousand three hundred and twenty six,7326,"[7, 1000, 3, 100, 0, 20, 6]",7326.0,"[7, 1000, 3, 100, 0, 20, 6]"
seven thousand three hundred and twenty seven,7327,"[7, 1000, 3, 100, 0, 20, 7]",7327.0,"[7, 1000, 3, 100, 0, 20, 7]"
seven thousand three hundred and twenty eight,7328,"[7, 1000, 3, 100, 0, 20, 8]",7328.0,"[7, 1000, 3, 100, 0, 20, 8]"
seven thousand three hundred and twenty nine,7329,"[7, 1000, 3, 100, 0, 20, 9]",7329.0,"[7, 1000, 3, 100, 0, 20, 9]"
seven thousand three hundred and thirty,7330,"[7, 1000, 3, 100, 0, 30]",7330.0,"[7, 1000, 3, 100, 0, 30, 0]"
seven thousand three hundred and thirty one,7331,"[7, 1000, 3, 100, 0, 30, 1]",7331.0,"[7, 1000, 3, 100, 0, 30, 1]"
seven thousand three hundred and thirty two,7332,"[7, 1000, 3, 100, 0, 30, 2]",7332.0,"[7, 1000, 3, 100, 0, 30, 2]"
seven thousand three hundred and thirty three,7333,"[7, 1000, 3, 100, 0, 30, 3]",7333.0,"[7, 1000, 3, 100, 0, 30, 3]"
seven thousand three hundred and thirty four,7334,"[7, 1000, 3, 100, 0, 30, 4]",7334.0,"[7, 1000, 3, 100, 0, 30, 4]"
seven thousand three hundred and thirty five,7335,"[7, 1000, 3, 100, 0, 30, 5]",7335.0,"[7, 1000, 3, 100, 0, 30, 5]"
seven thousand three hundred and thirty six,7336,"[7, 1000, 3, 100, 0, 30, 6]",7336.0,"[7, 1000, 3, 100, 0, 30, 6]"
seven thousand three hundred and thirty seven,7337,"[7, 1000, 3, 100, 0, 30, 7]",7337.0,"[7, 1000, 3, 100, 0, 30, 7]"
seven thousand three hundred and thirty eight,7338,"[7, 1000, 3, 100, 0, 30, 8]",7338.0,"[7, 1000, 3, 100, 0, 30, 8]"
seven thousand three hundred and thirty nine,7339,"[7, 1000, 3, 100, 0, 30, 9]",7339.0,"[7, 1000, 3, 100, 0, 30, 9]"
seven thousand three hundred and forty,7340,"[7, 1000, 3, 100, 0, 40]",7340.0,"[7, 1000, 3, 100, 0, 40, 0]"
seven thousand three hundred and forty one,7341,"[7, 1000, 3, 100, 0, 40, 1]",7341.0,"[7, 1000, 3, 100, 0, 40, 1]"
seven thousand three hundred and forty two,7342,"[7, 1000, 3, 100, 0, 40, 2]",7342.0,"[7, 1000, 3, 100, 0, 40, 2]"
seven thousand three hundred and forty three,7343,"[7, 1000, 3, 100, 0, 40, 3]",7343.0,"[7, 1000, 3, 100, 0, 40, 3]"
seven thousand three hundred and forty four,7344,"[7, 1000, 3, 100, 0, 40, 4]",7344.0,"[7, 1000, 3, 100, 0, 40, 4]"
seven thousand three hundred and forty five,7345,"[7, 1000, 3, 100, 0, 40, 5]",7345.0,"[7, 1000, 3, 100, 0, 40, 5]"
seven thousand three hundred and forty six,7346,"[7, 1000, 3, 100, 0, 40, 6]",7346.0,"[7, 1000, 3, 100, 0, 40, 6]"
seven thousand three hundred and forty seven,7347,"[7, 1000, 3, 100, 0, 40, 7]",7347.0,"[7, 1000, 3, 100, 0, 40, 7]"
seven thousand three hundred and forty eight,7348,"[7, 1000, 3, 100, 0, 40, 8]",7348.0,"[7, 1000, 3, 100, 0, 40, 8]"
seven thousand three hundred and forty nine,7349,"[7, 1000, 3, 100, 0, 40, 9]",7349.0,"[7, 1000, 3, 100, 0, 40, 9]"
seven thousand three hundred and fifty,7350,"[7, 1000, 3, 100, 0, 50]",7350.0,"[7, 1000, 3, 100, 0, 50, 0]"
seven thousand three hundred and fifty one,7351,"[7, 1000, 3, 100, 0, 50, 1]",7351.0,"[7, 1000, 3, 100, 0, 50, 1]"
seven thousand three hundred and fifty two,7352,"[7, 1000, 3, 100, 0, 50, 2]",7352.0,"[7, 1000, 3, 100, 0, 50, 2]"
seven thousand three hundred and fifty three,7353,"[7, 1000, 3, 100, 0, 50, 3]",7353.0,"[7, 1000, 3, 100, 0, 50, 3]"
seven thousand three hundred and fifty four,7354,"[7, 1000, 3, 100, 0, 50, 4]",7354.0,"[7, 1000, 3, 100, 0, 50, 4]"
seven thousand three hundred and fifty five,7355,"[7, 1000, 3, 100, 0, 50, 5]",7355.0,"[7, 1000, 3, 100, 0, 50, 5]"
seven thousand three hundred and fifty six,7356,"[7, 1000, 3, 100, 0, 50, 6]",7356.0,"[7, 1000, 3, 100, 0, 50, 6]"
seven thousand three hundred and fifty seven,7357,"[7, 1000, 3, 100, 0, 50, 7]",7357.0,"[7, 1000, 3, 100, 0, 50, 7]"
seven thousand three hundred and fifty eight,7358,"[7, 1000, 3, 100, 0, 50, 8]",7358.0,"[7, 1000, 3, 100, 0, 50, 8]"
seven thousand three hundred and fifty nine,7359,"[7, 1000, 3, 100, 0, 50, 9]",7359.0,"[7, 1000, 3, 100, 0, 50, 9]"
seven thousand three hundred and sixty,7360,"[7, 1000, 3, 100, 0, 60]",7360.0,"[7, 1000, 3, 100, 0, 60, 0]"
seven thousand three hundred and sixty one,7361,"[7, 1000, 3, 100, 0, 60, 1]",7361.0,"[7, 1000, 3, 100, 0, 60, 1]"
seven thousand three hundred and sixty two,7362,"[7, 1000, 3, 100, 0, 60, 2]",7362.0,"[7, 1000, 3, 100, 0, 60, 2]"
seven thousand three hundred and sixty three,7363,"[7, 1000, 3, 100, 0, 60, 3]",7363.0,"[7, 1000, 3, 100, 0, 60, 3]"
seven thousand three hundred and sixty four,7364,"[7, 1000, 3, 100, 0, 60, 4]",7364.0,"[7, 1000, 3, 100, 0, 60, 4]"
seven thousand three hundred and sixty five,7365,"[7, 1000, 3, 100, 0, 60, 5]",7365.0,"[7, 1000, 3, 100, 0, 60, 5]"
seven thousand three hundred and sixty six,7366,"[7, 1000, 3, 100, 0, 60, 6]",7366.0,"[7, 1000, 3, 100, 0, 60, 6]"
seven thousand three hundred and sixty seven,7367,"[7, 1000, 3, 100, 0, 60, 7]",7367.0,"[7, 1000, 3, 100, 0, 60, 7]"
seven thousand three hundred and sixty eight,7368,"[7, 1000, 3, 100, 0, 60, 8]",7368.0,"[7, 1000, 3, 100, 0, 60, 8]"
seven thousand three hundred and sixty nine,7369,"[7, 1000, 3, 100, 0, 60, 9]",7369.0,"[7, 1000, 3, 100, 0, 60, 9]"
seven thousand three hundred and seventy,7370,"[7, 1000, 3, 100, 0, 70]",7370.0,"[7, 1000, 3, 100, 0, 70, 0]"
seven thousand three hundred and seventy one,7371,"[7, 1000, 3, 100, 0, 70, 1]",7371.0,"[7, 1000, 3, 100, 0, 70, 1]"
seven thousand three hundred and seventy two,7372,"[7, 1000, 3, 100, 0, 70, 2]",7372.0,"[7, 1000, 3, 100, 0, 70, 2]"
seven thousand three hundred and seventy three,7373,"[7, 1000, 3, 100, 0, 70, 3]",7373.0,"[7, 1000, 3, 100, 0, 70, 3]"
seven thousand three hundred and seventy four,7374,"[7, 1000, 3, 100, 0, 70, 4]",7374.0,"[7, 1000, 3, 100, 0, 70, 4]"
seven thousand three hundred and seventy five,7375,"[7, 1000, 3, 100, 0, 70, 5]",7375.0,"[7, 1000, 3, 100, 0, 70, 5]"
seven thousand three hundred and seventy six,7376,"[7, 1000, 3, 100, 0, 70, 6]",7376.0,"[7, 1000, 3, 100, 0, 70, 6]"
seven thousand three hundred and seventy seven,7377,"[7, 1000, 3, 100, 0, 70, 7]",7377.0,"[7, 1000, 3, 100, 0, 70, 7]"
seven thousand three hundred and seventy eight,7378,"[7, 1000, 3, 100, 0, 70, 8]",7378.0,"[7, 1000, 3, 100, 0, 70, 8]"
seven thousand three hundred and seventy nine,7379,"[7, 1000, 3, 100, 0, 70, 9]",7379.0,"[7, 1000, 3, 100, 0, 70, 9]"
seven thousand three hundred and eighty,7380,"[7, 1000, 3, 100, 0, 80]",7380.0,"[7, 1000, 3, 100, 0, 80, 0]"
seven thousand three hundred and eighty one,7381,"[7, 1000, 3, 100, 0, 80, 1]",7381.0,"[7, 1000, 3, 100, 0, 80, 1]"
seven thousand three hundred and eighty two,7382,"[7, 1000, 3, 100, 0, 80, 2]",7382.0,"[7, 1000, 3, 100, 0, 80, 2]"
seven thousand three hundred and eighty three,7383,"[7, 1000, 3, 100, 0, 80, 3]",7383.0,"[7, 1000, 3, 100, 0, 80, 3]"
seven thousand three hundred and eighty four,7384,"[7, 1000, 3, 100, 0, 80, 4]",7384.0,"[7, 1000, 3, 100, 0, 80, 4]"
seven thousand three hundred and eighty five,7385,"[7, 1000, 3, 100, 0, 80, 5]",7385.0,"[7, 1000, 3, 100, 0, 80, 5]"
seven thousand three hundred and eighty six,7386,"[7, 1000, 3, 100, 0, 80, 6]",7386.0,"[7, 1000, 3, 100, 0, 80, 6]"
seven thousand three hundred and eighty seven,7387,"[7, 1000, 3, 100, 0, 80, 7]",7387.0,"[7, 1000, 3, 100, 0, 80, 7]"
seven thousand three hundred and eighty eight,7388,"[7, 1000, 3, 100, 0, 80, 8]",7388.0,"[7, 1000, 3, 100, 0, 80, 8]"
seven thousand three hundred and eighty nine,7389,"[7, 1000, 3, 100, 0, 80, 9]",7389.0,"[7, 1000, 3, 100, 0, 80, 9]"
seven thousand three hundred and ninety,7390,"[7, 1000, 3, 100, 0, 90]",7390.0,"[7, 1000, 3, 100, 0, 90, 0]"
seven thousand three hundred and ninety one,7391,"[7, 1000, 3, 100, 0, 90, 1]",7391.0,"[7, 1000, 3, 100, 0, 90, 1]"
seven thousand three hundred and ninety two,7392,"[7, 1000, 3, 100, 0, 90, 2]",7392.0,"[7, 1000, 3, 100, 0, 90, 2]"
seven thousand three hundred and ninety three,7393,"[7, 1000, 3, 100, 0, 90, 3]",7393.0,"[7, 1000, 3, 100, 0, 90, 3]"
seven thousand three hundred and ninety four,7394,"[7, 1000, 3, 100, 0, 90, 4]",7394.0,"[7, 1000, 3, 100, 0, 90, 4]"
seven thousand three hundred and ninety five,7395,"[7, 1000, 3, 100, 0, 90, 5]",7395.0,"[7, 1000, 3, 100, 0, 90, 5]"
seven thousand three hundred and ninety six,7396,"[7, 1000, 3, 100, 0, 90, 6]",7396.0,"[7, 1000, 3, 100, 0, 90, 6]"
seven thousand three hundred and ninety seven,7397,"[7, 1000, 3, 100, 0, 90, 7]",7397.0,"[7, 1000, 3, 100, 0, 90, 7]"
seven thousand three hundred and ninety eight,7398,"[7, 1000, 3, 100, 0, 90, 8]",7398.0,"[7, 1000, 3, 100, 0, 90, 8]"
seven thousand three hundred and ninety nine,7399,"[7, 1000, 3, 100, 0, 90, 9]",7399.0,"[7, 1000, 3, 100, 0, 90, 9]"
seven thousand four hundred and,7400,"[7, 1000, 4, 100, 0]",7400.0,"[7, 1000, 4, 100, 0, 0, 0]"
seven thousand four hundred and one,7401,"[7, 1000, 4, 100, 0, 1]",7401.0,"[7, 1000, 4, 100, 0, 1, 0]"
seven thousand four hundred and two,7402,"[7, 1000, 4, 100, 0, 2]",7402.0,"[7, 1000, 4, 100, 0, 2, 0]"
seven thousand four hundred and three,7403,"[7, 1000, 4, 100, 0, 3]",7403.0,"[7, 1000, 4, 100, 0, 3, 0]"
seven thousand four hundred and four,7404,"[7, 1000, 4, 100, 0, 4]",7404.0,"[7, 1000, 4, 100, 0, 4, 0]"
seven thousand four hundred and five,7405,"[7, 1000, 4, 100, 0, 5]",7405.0,"[7, 1000, 4, 100, 0, 5, 0]"
seven thousand four hundred and six,7406,"[7, 1000, 4, 100, 0, 6]",7406.0,"[7, 1000, 4, 100, 0, 6, 0]"
seven thousand four hundred and seven,7407,"[7, 1000, 4, 100, 0, 7]",7407.0,"[7, 1000, 4, 100, 0, 7, 0]"
